subject-name,ID,ID-path,Level,Level 1,Level 1 ID,Level 2,Level 2 ID,Level 3,Level 3 ID,Level 4,Level 4 ID,Level 5,Level 5 ID,Level 6,Level 6 ID,Level 7,Level 7 ID,Level 8,Level 8 ID,Level 9,Level 9 ID,Level 10,Level 10 ID,Level 11,Level 11 ID,Level 12,Level 12 ID,Description,Synonyms,German Synonyms,BIC_code_1,BIC_name_1,BIC_code_2,BIC_name_2,BISAC_code_1,BISAC_name_1,BISAC_code_2,BISAC_name_2,DDC_code_1,DDC_name_1,DDC_code_2,DDC_name_2,LCC_code_1,LCC_name_1,LCC_code_2,LCC_name_2,LCSH_code_1,LCSH_name_1,LCSH_code_2,LCSH_name_2,THEMA_code_1,THEMA_name_1,THEMA_code_2,THEMA_name_2,VLB_code_1,VLB_name_1,VLB_code_2,VLB_name_2,Discipline
Microfinance,5746,/2883/3120/3752/5737/5746/,5,Humanities and Social Sciences,2883,Business and Management,3120,Entrepreneurship,3752,Small Business,5737,Microfinance,5746,,,,,,,,,,,,,,,"Microfinance refers to the financial services provided to low-income individuals or groups who are typically excluded from traditional banking. Most microfinance institutions focus on offering credit in the form of small working capital loans, sometimes called microloans or microcredit. However, many also provide insurance and money transfers, and regulated microfinance banks provide savings accounts.

Microfinance aims to improve financial services access for marginalized groups, especially women and the rural poor, to promote self-sufficiency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Surface-Enhanced Raman Spectroscopy,5751,/2867/2869/2894/2951/3501/5751/,6,Physical Sciences,2867,Chemistry,2869,Physical Chemistry,2894,Spectroscopy,2951,Raman Spectroscopy,3501,Surface-Enhanced Raman Spectroscopy,5751,,,,,,,,,,,,,Surface-enhanced Raman spectroscopy or surface-enhanced Raman scattering is a surface-sensitive technique that enhances Raman scattering by molecules adsorbed on rough metal surfaces or by nanostructures such as plasmonic-magnetic silica nanotubes,"SERS (abbreviation for Surface-Enhanced Raman Spectroscopy), Surface-Enhanced Vibrational Spectroscopy (SEVS), Enhanced Raman Scattering, Surface-Enhanced Raman Scattering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Surface-Enhanced Raman Spectroscopy,5751,/2867/2869/2952/2951/3501/5751/,6,Physical Sciences,2867,Chemistry,2869,Analytical Chemistry,2952,Spectroscopy,2951,Raman Spectroscopy,3501,Surface-Enhanced Raman Spectroscopy,5751,,,,,,,,,,,,,Surface-enhanced Raman spectroscopy or surface-enhanced Raman scattering is a surface-sensitive technique that enhances Raman scattering by molecules adsorbed on rough metal surfaces or by nanostructures such as plasmonic-magnetic silica nanotubes,"SERS (abbreviation for Surface-Enhanced Raman Spectroscopy), Surface-Enhanced Vibrational Spectroscopy (SEVS), Enhanced Raman Scattering, Surface-Enhanced Raman Scattering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Drosophila,5759,/2874/2873/2911/3124/5540/5759/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Experimental Organisms,3124,Model Invertebrates,5540,Drosophila,5759,,,,,,,,,,,,,Drosophila is a genus of two-winged flies commonly known as fruit flies that are used in evolutionary and developmental studies. D. melanogaster is an important model organism for the study of genetics and development.,"Vinegar fly, Drosophila Fruit Flies, Fruit Fly, Drosophila Fruit Fly, Pomace fly, Drosophilas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SARS Virus,5761,/2874/2873/2872/2920/3182/5761/,6,Life Sciences,2874,Biological Sciences,2873,Agriculture,2872,Plant Pathology,2920,Virus,3182,SARS Virus,5761,,,,,,,,,,,,,"SARS virus is an infectious agent belonging to the virus family Coronaviridae, which causes severe respiratory illnesses in humans and animals. SARS (severe acute respiratory syndrome) coronavirus (CoV) is a novel member of this family that causes acute respiratory distress syndrome (ARDS), which is associated with high mortality rates.","SARS Coronavirus, Severe Acute Respiratory Syndrome Virus, SARS-Associated Coronavirus, SARS-Related Coronavirus, SARS Associated Coronavirus, Coronaviridae, Urbani SARS Associated Coronavirus, SARS Related Coronavirus, Urbani SARS-Associated Coronavirus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SARS Virus,5761,/2874/2873/2921/2920/3182/5761/,6,Life Sciences,2874,Biological Sciences,2873,Plant Science,2921,Plant Pathology,2920,Virus,3182,SARS Virus,5761,,,,,,,,,,,,,"SARS virus is an infectious agent belonging to the virus family Coronaviridae, which causes severe respiratory illnesses in humans and animals. SARS (severe acute respiratory syndrome) coronavirus (CoV) is a novel member of this family that causes acute respiratory distress syndrome (ARDS), which is associated with high mortality rates.","SARS Coronavirus, Severe Acute Respiratory Syndrome Virus, SARS-Associated Coronavirus, SARS-Related Coronavirus, SARS Associated Coronavirus, Coronaviridae, Urbani SARS Associated Coronavirus, SARS Related Coronavirus, Urbani SARS-Associated Coronavirus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SARS Virus,5761,/2874/2873/2922/3046/3182/5761/,6,Life Sciences,2874,Biological Sciences,2873,Microbiology,2922,Virology,3046,Virus,3182,SARS Virus,5761,,,,,,,,,,,,,"SARS virus is an infectious agent belonging to the virus family Coronaviridae, which causes severe respiratory illnesses in humans and animals. SARS (severe acute respiratory syndrome) coronavirus (CoV) is a novel member of this family that causes acute respiratory distress syndrome (ARDS), which is associated with high mortality rates.","SARS Coronavirus, Severe Acute Respiratory Syndrome Virus, SARS-Associated Coronavirus, SARS-Related Coronavirus, SARS Associated Coronavirus, Coronaviridae, Urbani SARS Associated Coronavirus, SARS Related Coronavirus, Urbani SARS-Associated Coronavirus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Tobacco,5768,/2874/2873/2911/3124/3757/5768/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Experimental Organisms,3124,Model Plants,3757,Tobacco,5768,,,,,,,,,,,,,"Tobacco (Nicotiana tabacum) is a flowering plant in the nightshade family (Solonaceae) cultivated as a crop. Its leaves, which contain the stimulant nicotine, are dried and consumed primarily by smoking or chewing. The plant is a model organism for plant molecular biology.","Nicotianas, Nicotiana, Nicotiana tabacum, Tobaccos, Nicotiana tabacums",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hydrocephalus,5778,/2874/2873/2935/2936/5778/,5,Life Sciences,2874,Biological Sciences,2873,Neuroscience,2935,Neurological Disorders,2936,Hydrocephalus,5778,,,,,,,,,,,,,,,"Hydrocephalus refers to the medical condition in which an excessive amount of cerebrospinal fluid accumulates within the cranium. It often results in enlarged cerebral ventricles and increased intracranial pressure, which can be fatal.","Congenital Hydrocephalus, Aqueductal Stenosis, Hydrocephalus Ex Vacuo, Hydrocephalus Ex-Vacuos, Hydrocephalus Ex-Vacuo, Communicating Hydrocephalus, Cerebral Ventriculomegalies, Obstructive Hydrocephalus, Cerebral Ventriculomegaly, Hydrocephaly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hydrocephalus,5778,/2874/2879/2878/2937/2936/5778/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Neurology,2937,Neurological Disorders,2936,Hydrocephalus,5778,,,,,,,,,,,,,"Hydrocephalus refers to the medical condition in which an excessive amount of cerebrospinal fluid accumulates within the cranium. It often results in enlarged cerebral ventricles and increased intracranial pressure, which can be fatal.","Congenital Hydrocephalus, Aqueductal Stenosis, Hydrocephalus Ex Vacuo, Hydrocephalus Ex-Vacuos, Hydrocephalus Ex-Vacuo, Communicating Hydrocephalus, Cerebral Ventriculomegalies, Obstructive Hydrocephalus, Cerebral Ventriculomegaly, Hydrocephaly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
miRNAs,5780,/2874/2873/2905/4162/4963/5780/,6,Life Sciences,2874,Biological Sciences,2873,Molecular Biology,2905,Non-coding RNAs,4162,Small RNAs,4963,miRNAs,5780,,,,,,,,,,,,,"micro RNAs (miRNAs) are a type of non-coding RNA (ncRNA), ~21–24 nucleotides in length, that function in the post-transcriptional regulation of gene expression. Typically miRNAs interact with specific mRNAs through complementary base-pairing to influence the translation or stability of the target mRNA molecule.","Pre-miRNA, Micro RNA, MicroRNAs, MiRNA, StRNA, Pri-miRNA, Small Temporal RNA, Primary MicroRNA, Primary miRNA, Pri miRNA, MicroRNA, Pre miRNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hepatocyte Growth Factor,5781,/2874/2873/3325/3094/5781/,5,Life Sciences,2874,Biological Sciences,2873,Physiology,3325,Cytokines and Growth Factors,3094,Hepatocyte Growth Factor,5781,,,,,,,,,,,,,,,"Hepatocyte growth factor is a protein secreted by mesenchymal stem cells that regulates cell growth, cell motility and morphogenesis of epithelial cells, endothelial cells, and haematopoietic stem cells, through its receptor, c-Met. Signalling downstream of c-Met leads to cell identity changes that take place during organ development, angiogenesis and other morphogenesis processes.","HGF, Hepatotrophic factor (HTF), Scatter factor/hepatocyte growth factor (SF/HGF)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hepatocyte Growth Factor,5781,/2874/2873/2983/8075/3094/5781/,6,Life Sciences,2874,Biological Sciences,2873,Immunology,2983,Immune Cell Signalling,8075,Cytokines and Growth Factors,3094,Hepatocyte Growth Factor,5781,,,,,,,,,,,,,"Hepatocyte growth factor is a protein secreted by mesenchymal stem cells that regulates cell growth, cell motility and morphogenesis of epithelial cells, endothelial cells, and haematopoietic stem cells, through its receptor, c-Met. Signalling downstream of c-Met leads to cell identity changes that take place during organ development, angiogenesis and other morphogenesis processes.","HGF, Hepatotrophic factor (HTF), Scatter factor/hepatocyte growth factor (SF/HGF)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Quantum Dots,5791,/2874/2873/3246/2986/2987/5791/,6,Life Sciences,2874,Biological Sciences,2873,Biotechnology,3246,Nanobiotechnology,2986,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2867/2866/3460/2986/2987/5791/,6,Physical Sciences,2867,Materials Science,2866,Nanotechnology,3460,Nanobiotechnology,2986,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2867/2866/3263/2987/5791/,5,Physical Sciences,2867,Materials Science,2866,Condensed Matter Physics,3263,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2867/2928/3263/2987/5791/,5,Physical Sciences,2867,Physics and Astronomy,2928,Condensed Matter Physics,3263,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2867/2866/3263/5142/2987/5791/,6,Physical Sciences,2867,Materials Science,2866,Condensed Matter Physics,3263,Nanophysics,5142,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2867/2928/3263/5142/2987/5791/,6,Physical Sciences,2867,Physics and Astronomy,2928,Condensed Matter Physics,3263,Nanophysics,5142,Nanomaterial,2987,Quantum Dots,5791,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Quantum Dots,5791,/2874/2873/2911/3066/5791/,5,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Biological Probes,3066,Quantum Dots,5791,,,,,,,,,,,,,,,"Quantum dots are crystals of a fluorescent semiconductor material with a diameter of as few as 10 to 100 atoms (2-10 nm). They are used as labels for imaging molecules because of their very narrow fluorescence spectra, brightness and resistance to photobleaching.","Quantum Dot, Semiconductor Nanoparticle, Semiconductor Nanoparticles, Semiconductor Nanocrystals",Quantenpunkte,TJFD,Electronic devices & materials,,,TEC021000,TECHNOLOGY & ENGINEERING / Materials Science / General,,,620.11295,Optical properties,"621,38152",Semiconductors,TK7874.88,Quantum dots,,,,Quantum dots,,,TGMM,"Engineering applications of electronic, magnetic, optical materials",,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
